INFO:root:PID: 0, Name: System Idle Process, CPU Usage: 0.0%
INFO:root:PID: 4012, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 4124, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 4192, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 4200, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 4312, Name: MemCompression, CPU Usage: 0.0%
INFO:root:PID: 4368, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 4396, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 4416, Name: AcrobatNotificationClient.exe, CPU Usage: 0.0%
INFO:root:PID: 4440, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 4468, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 4484, Name: AppHelperCap.exe, CPU Usage: 0.0%
INFO:root:PID: 4492, Name: DiagsCap.exe, CPU Usage: 0.0%
INFO:root:PID: 4508, Name: NetworkCap.exe, CPU Usage: 0.0%
INFO:root:PID: 4524, Name: SysInfoCap.exe, CPU Usage: 0.0%
INFO:root:PID: 4536, Name: TouchpointAnalyticsClientService.exe, CPU Usage: 0.0%
INFO:root:PID: 4580, Name: HPSystemEventUtilityHost.exe, CPU Usage: 0.0%
INFO:root:PID: 4584, Name: msedgewebview2.exe, CPU Usage: 0.0%
INFO:root:PID: 4604, Name: chrome.exe, CPU Usage: 0.0%
INFO:root:PID: 4736, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 4820, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 4864, Name: hp-one-agent-service.exe, CPU Usage: 0.0%
INFO:root:PID: 4904, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 4948, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 5088, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 5140, Name: DesktopExtension.exe, CPU Usage: 0.0%
INFO:root:PID: 5284, Name: unsecapp.exe, CPU Usage: 0.0%
INFO:root:PID: 5372, Name: RuntimeBroker.exe, CPU Usage: 0.0%
INFO:root:PID: 5448, Name: audiodg.exe, CPU Usage: 0.0%
INFO:root:PID: 5460, Name: chrome.exe, CPU Usage: 0.0%
INFO:root:PID: 5524, Name: WmiPrvSE.exe, CPU Usage: 0.0%
INFO:root:PID: 5688, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 5760, Name: QcShm.exe, CPU Usage: 0.0%
INFO:root:PID: 5832, Name: msedgewebview2.exe, CPU Usage: 0.0%
INFO:root:PID: 5836, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 5888, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 5916, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 5928, Name: IntelAudioService.exe, CPU Usage: 0.0%
INFO:root:PID: 5964, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 5980, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 6008, Name: Code.exe, CPU Usage: 0.0%
INFO:root:PID: 6064, Name: spoolsv.exe, CPU Usage: 0.0%
INFO:root:PID: 6168, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 6204, Name: Code.exe, CPU Usage: 0.0%
INFO:root:PID: 6220, Name: mfevtps.exe, CPU Usage: 0.0%
INFO:root:PID: 6260, Name: AppVShNotify.exe, CPU Usage: 0.0%
INFO:root:PID: 6288, Name: mysqld.exe, CPU Usage: 0.0%
INFO:root:PID: 6308, Name: OneApp.IGCC.WinService.exe, CPU Usage: 0.0%
INFO:root:PID: 6436, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 6508, Name: jhi_service.exe, CPU Usage: 0.0%
INFO:root:PID: 6584, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 6660, Name: HPAudioSwitch.exe, CPU Usage: 0.0%
INFO:root:PID: 6672, Name: MpDefenderCoreService.exe, CPU Usage: 0.0%
INFO:root:PID: 6788, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 6800, Name: ProtectedModuleHost.exe, CPU Usage: 0.0%
INFO:root:PID: 6824, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 6880, Name: RuntimeBroker.exe, CPU Usage: 0.0%
INFO:root:PID: 6928, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 6964, Name: armsvc.exe, CPU Usage: 0.0%
INFO:root:PID: 6976, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 6992, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 7000, Name: ETDService.exe, CPU Usage: 0.0%
INFO:root:PID: 7028, Name: ipfsvc.exe, CPU Usage: 0.0%
INFO:root:PID: 7036, Name: AGMService.exe, CPU Usage: 0.0%
INFO:root:PID: 7072, Name: OfficeClickToRun.exe, CPU Usage: 0.0%
INFO:root:PID: 7076, Name: HPCommRecovery.exe, CPU Usage: 0.0%
INFO:root:PID: 7116, Name: HPPrintScanDoctorService.exe, CPU Usage: 0.0%
INFO:root:PID: 7128, Name: msedgewebview2.exe, CPU Usage: 0.0%
INFO:root:PID: 7188, Name: mcshield.exe, CPU Usage: 0.0%
INFO:root:PID: 7224, Name: ModuleCoreService.exe, CPU Usage: 0.0%
INFO:root:PID: 7256, Name: RtkAudUService64.exe, CPU Usage: 0.0%
INFO:root:PID: 7292, Name: PEFService.exe, CPU Usage: 0.0%
INFO:root:PID: 7300, Name: SECOMN64.exe, CPU Usage: 0.0%
INFO:root:PID: 7320, Name: Code.exe, CPU Usage: 0.0%
INFO:root:PID: 7352, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 7360, Name: RtkBtManServ.exe, CPU Usage: 0.0%
INFO:root:PID: 7404, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 7412, Name: MsMpEng.exe, CPU Usage: 0.0%
INFO:root:PID: 7456, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 7472, Name: WMIRegistrationService.exe, CPU Usage: 0.0%
INFO:root:PID: 7524, Name: XtuService.exe, CPU Usage: 0.0%
INFO:root:PID: 7816, Name: dwm.exe, CPU Usage: 0.0%
INFO:root:PID: 7900, Name: mysqld.exe, CPU Usage: 0.0%
INFO:root:PID: 7952, Name: backgroundTaskHost.exe, CPU Usage: 0.0%
INFO:root:PID: 7960, Name: conhost.exe, CPU Usage: 0.0%
INFO:root:PID: 8060, Name: msedgewebview2.exe, CPU Usage: 0.0%
INFO:root:PID: 8456, Name: SECOCL64.exe, CPU Usage: 0.0%
INFO:root:PID: 8520, Name: powershell.exe, CPU Usage: 0.0%
INFO:root:PID: 8980, Name: MMSSHOST.exe, CPU Usage: 0.0%
INFO:root:PID: 8992, Name: conhost.exe, CPU Usage: 0.0%
INFO:root:PID: 9068, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 9160, Name: Code.exe, CPU Usage: 0.0%
INFO:root:PID: 9212, Name: RuntimeBroker.exe, CPU Usage: 0.0%
INFO:root:PID: 9368, Name: ModuleCoreService.exe, CPU Usage: 0.0%
INFO:root:PID: 9400, Name: conhost.exe, CPU Usage: 0.0%
INFO:root:PID: 9520, Name: RuntimeBroker.exe, CPU Usage: 0.0%
INFO:root:PID: 9800, Name: Code.exe, CPU Usage: 0.0%
INFO:root:PID: 9972, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 10164, Name: HP.myHP.exe, CPU Usage: 0.0%
INFO:root:PID: 10276, Name: powershell.exe, CPU Usage: 0.0%
INFO:root:PID: 10360, Name: chrome.exe, CPU Usage: 0.0%
INFO:root:PID: 10572, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 10596, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 10620, Name: OneDrive.exe, CPU Usage: 0.0%
INFO:root:PID: 10688, Name: msedgewebview2.exe, CPU Usage: 0.0%
INFO:root:PID: 10732, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 10752, Name: OverlayHelper.exe, CPU Usage: 0.0%
INFO:root:PID: 10768, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 10816, Name: LockApp.exe, CPU Usage: 0.0%
INFO:root:PID: 10880, Name: msedgewebview2.exe, CPU Usage: 0.0%
INFO:root:PID: 10924, Name: AggregatorHost.exe, CPU Usage: 0.0%
INFO:root:PID: 10956, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 10988, Name: MoUsoCoreWorker.exe, CPU Usage: 0.0%
INFO:root:PID: 11356, Name: Code.exe, CPU Usage: 0.0%
INFO:root:PID: 11420, Name: FileCoAuth.exe, CPU Usage: 0.0%
INFO:root:PID: 11480, Name: Code.exe, CPU Usage: 0.0%
INFO:root:PID: 11572, Name: msedgewebview2.exe, CPU Usage: 0.0%
INFO:root:PID: 11604, Name: conhost.exe, CPU Usage: 0.0%
INFO:root:PID: 11680, Name: chrome.exe, CPU Usage: 0.0%
INFO:root:PID: 11764, Name: Code.exe, CPU Usage: 0.0%
INFO:root:PID: 11888, Name: ms-teams.exe, CPU Usage: 0.0%
INFO:root:PID: 11892, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 11984, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 12056, Name: Grammarly.WebUI.exe, CPU Usage: 0.0%
INFO:root:PID: 12192, Name: ipf_helper.exe, CPU Usage: 0.0%
INFO:root:PID: 12212, Name: WmiPrvSE.exe, CPU Usage: 0.0%
INFO:root:PID: 12284, Name: chrome.exe, CPU Usage: 0.0%
INFO:root:PID: 12440, Name: MfeAVSvc.exe, CPU Usage: 0.0%
INFO:root:PID: 12612, Name: McCSPServiceHost.exe, CPU Usage: 0.0%
INFO:root:PID: 12620, Name: conhost.exe, CPU Usage: 0.0%
INFO:root:PID: 12872, Name: ctfmon.exe, CPU Usage: 0.0%
INFO:root:PID: 13004, Name: UserOOBEBroker.exe, CPU Usage: 0.0%
INFO:root:PID: 13044, Name: taskhostw.exe, CPU Usage: 0.0%
INFO:root:PID: 13096, Name: TextInputHost.exe, CPU Usage: 0.0%
INFO:root:PID: 13116, Name: python.exe, CPU Usage: 0.0%
INFO:root:PID: 13120, Name: chrome.exe, CPU Usage: 0.0%
INFO:root:PID: 13200, Name: msedgewebview2.exe, CPU Usage: 0.0%
INFO:root:PID: 13492, Name: WidgetService.exe, CPU Usage: 0.0%
INFO:root:PID: 13564, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 13972, Name: SecurityHealthService.exe, CPU Usage: 0.0%
INFO:root:PID: 14024, Name: HPSystemEventUtilityBackground.exe, CPU Usage: 0.0%
INFO:root:PID: 14208, Name: taskhostw.exe, CPU Usage: 0.0%
INFO:root:PID: 14564, Name: msedgewebview2.exe, CPU Usage: 0.0%
INFO:root:PID: 14652, Name: NisSrv.exe, CPU Usage: 0.0%
INFO:root:PID: 14764, Name: fontdrvhost.exe, CPU Usage: 0.0%
INFO:root:PID: 14996, Name: conhost.exe, CPU Usage: 0.0%
INFO:root:PID: 15012, Name: AdobeCollabSync.exe, CPU Usage: 0.0%
INFO:root:PID: 15124, Name: SearchIndexer.exe, CPU Usage: 0.0%
INFO:root:PID: 15240, Name: ShellExperienceHost.exe, CPU Usage: 0.0%
INFO:root:PID: 15444, Name: ApplicationFrameHost.exe, CPU Usage: 0.0%
INFO:root:PID: 15468, Name: dasHost.exe, CPU Usage: 0.0%
INFO:root:PID: 15488, Name: python.exe, CPU Usage: 0.0%
INFO:root:PID: 15536, Name: chrome.exe, CPU Usage: 0.0%
INFO:root:PID: 15600, Name: RuntimeBroker.exe, CPU Usage: 0.0%
INFO:root:PID: 15616, Name: RuntimeBroker.exe, CPU Usage: 0.0%
INFO:root:PID: 15640, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 15696, Name: Code.exe, CPU Usage: 0.0%
INFO:root:PID: 15788, Name: conhost.exe, CPU Usage: 0.0%
INFO:root:PID: 15792, Name: McUpdaterModule.exe, CPU Usage: 0.0%
INFO:root:PID: 15924, Name: mcafee-security-ft.exe, CPU Usage: 0.0%
INFO:root:PID: 15952, Name: OmenInstallMonitor.exe, CPU Usage: 0.0%
INFO:root:PID: 16136, Name: RuntimeBroker.exe, CPU Usage: 0.0%
INFO:root:PID: 16152, Name: msedgewebview2.exe, CPU Usage: 0.0%
INFO:root:PID: 16372, Name: pet.exe, CPU Usage: 0.0%
INFO:root:PID: 16388, Name: dasHost.exe, CPU Usage: 0.0%
INFO:root:PID: 16548, Name: RtkAudUService64.exe, CPU Usage: 0.0%
INFO:root:PID: 16788, Name: RuntimeBroker.exe, CPU Usage: 0.0%
INFO:root:PID: 16928, Name: McUICnt.exe, CPU Usage: 0.0%
INFO:root:PID: 16956, Name: conhost.exe, CPU Usage: 0.0%
INFO:root:PID: 16976, Name: msedgewebview2.exe, CPU Usage: 0.0%
INFO:root:PID: 17172, Name: msedgewebview2.exe, CPU Usage: 0.0%
INFO:root:PID: 17192, Name: conhost.exe, CPU Usage: 0.0%
INFO:root:PID: 17236, Name: sihost.exe, CPU Usage: 0.0%
INFO:root:PID: 17256, Name: uihost.exe, CPU Usage: 0.0%
INFO:root:PID: 17320, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 17504, Name: explorer.exe, CPU Usage: 0.0%
INFO:root:PID: 17508, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 17556, Name: Grammarly.Desktop.exe, CPU Usage: 0.0%
INFO:root:PID: 18024, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 18136, Name: dllhost.exe, CPU Usage: 0.0%
INFO:root:PID: 18448, Name: SearchHost.exe, CPU Usage: 0.0%
INFO:root:PID: 18460, Name: cmd.exe, CPU Usage: 0.0%
INFO:root:PID: 18564, Name: Code.exe, CPU Usage: 0.0%
INFO:root:PID: 18576, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 18608, Name: MfeBrowserHost.exe, CPU Usage: 0.0%
INFO:root:PID: 18744, Name: chrome.exe, CPU Usage: 0.0%
INFO:root:PID: 18856, Name: Notepad.exe, CPU Usage: 0.0%
INFO:root:PID: 19020, Name: servicehost.exe, CPU Usage: 0.0%
INFO:root:PID: 19048, Name: mcapexe.exe, CPU Usage: 0.0%
INFO:root:PID: 19140, Name: OmenCommandCenterBackground.exe, CPU Usage: 0.0%
INFO:root:PID: 19220, Name: msedgewebview2.exe, CPU Usage: 0.0%
INFO:root:PID: 19424, Name: chrome.exe, CPU Usage: 0.0%
INFO:root:PID: 19576, Name: FileSyncHelper.exe, CPU Usage: 0.0%
INFO:root:PID: 19728, Name: backgroundTaskHost.exe, CPU Usage: 0.0%
INFO:root:PID: 19840, Name: BridgeCommunication.exe, CPU Usage: 0.0%
INFO:root:PID: 19912, Name: LocationNotificationWindows.exe, CPU Usage: 0.0%
INFO:root:PID: 20128, Name: msedgewebview2.exe, CPU Usage: 0.0%
INFO:root:PID: 20564, Name: ONENOTEM.EXE, CPU Usage: 0.0%
INFO:root:PID: 20780, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 20860, Name: msedgewebview2.exe, CPU Usage: 0.0%
INFO:root:PID: 20892, Name: Code.exe, CPU Usage: 0.0%
INFO:root:PID: 21024, Name: StartMenuExperienceHost.exe, CPU Usage: 0.0%
INFO:root:PID: 21056, Name: chrome.exe, CPU Usage: 0.0%
INFO:root:PID: 21344, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 21444, Name: RuntimeBroker.exe, CPU Usage: 0.0%
INFO:root:PID: 21464, Name: Widgets.exe, CPU Usage: 0.0%
INFO:root:PID: 21552, Name: AdobeCollabSync.exe, CPU Usage: 0.0%
INFO:root:PID: 21596, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 21640, Name: Code.exe, CPU Usage: 0.0%
INFO:root:PID: 21652, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 21836, Name: ModuleCoreService.exe, CPU Usage: 0.0%
INFO:root:PID: 21936, Name: browserhost.exe, CPU Usage: 0.0%
INFO:root:PID: 22184, Name: ETDCtrl.exe, CPU Usage: 0.0%
INFO:root:PID: 22592, Name: conhost.exe, CPU Usage: 0.0%
INFO:root:PID: 22648, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 22708, Name: python.exe, CPU Usage: 0.0%
INFO:root:PID: 22864, Name: BridgeCommunication.exe, CPU Usage: 0.0%
INFO:root:PID: 22972, Name: SearchProtocolHost.exe, CPU Usage: 0.0%
INFO:root:PID: 22976, Name: chrome.exe, CPU Usage: 0.0%
INFO:root:PID: 23044, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 23096, Name: RuntimeBroker.exe, CPU Usage: 0.0%
INFO:root:PID: 23104, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 23148, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 23300, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 23312, Name: mcafee-security.exe, CPU Usage: 0.0%
INFO:root:PID: 23436, Name: dllhost.exe, CPU Usage: 0.0%
INFO:root:PID: 23696, Name: dllhost.exe, CPU Usage: 0.0%
INFO:root:PID: 24012, Name: python.exe, CPU Usage: 0.0%
INFO:root:PID: 24024, Name: chrome.exe, CPU Usage: 0.0%
INFO:root:PID: 24352, Name: Code.exe, CPU Usage: 0.0%
INFO:root:PID: 24480, Name: chrome.exe, CPU Usage: 0.0%
INFO:root:PID: 0, Name: System Idle Process, CPU Usage: 0.0%
INFO:root:PID: 4, Name: System, CPU Usage: 0.0%
INFO:root:PID: 140, Name: , CPU Usage: 0.0%
INFO:root:PID: 180, Name: Registry, CPU Usage: 0.0%
INFO:root:PID: 348, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 352, Name: python.exe, CPU Usage: 0.0%
INFO:root:PID: 380, Name: Code.exe, CPU Usage: 0.0%
INFO:root:PID: 392, Name: Code.exe, CPU Usage: 0.0%
INFO:root:PID: 404, Name: msedgewebview2.exe, CPU Usage: 0.0%
INFO:root:PID: 628, Name: RtkAudUService64.exe, CPU Usage: 0.0%
INFO:root:PID: 708, Name: msedgewebview2.exe, CPU Usage: 0.0%
INFO:root:PID: 768, Name: smss.exe, CPU Usage: 0.0%
INFO:root:PID: 852, Name: chrome.exe, CPU Usage: 0.0%
INFO:root:PID: 980, Name: SecurityHealthSystray.exe, CPU Usage: 0.0%
INFO:root:PID: 1004, Name: unsecapp.exe, CPU Usage: 0.0%
INFO:root:PID: 1052, Name: winlogon.exe, CPU Usage: 0.0%
INFO:root:PID: 1096, Name: chrome.exe, CPU Usage: 0.0%
INFO:root:PID: 1216, Name: csrss.exe, CPU Usage: 0.0%
INFO:root:PID: 1292, Name: chrome.exe, CPU Usage: 0.0%
INFO:root:PID: 1708, Name: LsaIso.exe, CPU Usage: 0.0%
INFO:root:PID: 1716, Name: lsass.exe, CPU Usage: 0.0%
INFO:root:PID: 1800, Name: csrss.exe, CPU Usage: 0.0%
INFO:root:PID: 1884, Name: python.exe, CPU Usage: 0.0%
INFO:root:PID: 1896, Name: wininit.exe, CPU Usage: 0.0%
INFO:root:PID: 1912, Name: cmd.exe, CPU Usage: 0.0%
INFO:root:PID: 1976, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 2016, Name: services.exe, CPU Usage: 0.0%
INFO:root:PID: 2076, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 2104, Name: fontdrvhost.exe, CPU Usage: 0.0%
INFO:root:PID: 2164, Name: WUDFHost.exe, CPU Usage: 0.0%
INFO:root:PID: 2248, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 2292, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 2368, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 2388, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 2396, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 2424, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 2448, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 2460, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 2484, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 2544, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 2616, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 2624, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 2680, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 2688, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 2700, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 2808, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 2904, Name: IntelCpHDCPSvc.exe, CPU Usage: 0.0%
INFO:root:PID: 2916, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 2932, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 2964, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 3000, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 3052, Name: mfemms.exe, CPU Usage: 0.0%
INFO:root:PID: 3056, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 3108, Name: WhatsApp.exe, CPU Usage: 0.0%
INFO:root:PID: 3120, Name: ipf_uf.exe, CPU Usage: 0.0%
INFO:root:PID: 3156, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 3216, Name: chrome.exe, CPU Usage: 0.0%
INFO:root:PID: 3320, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 3352, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 3440, Name: SSScheduler.exe, CPU Usage: 0.0%
INFO:root:PID: 3452, Name: msedgewebview2.exe, CPU Usage: 0.0%
INFO:root:PID: 3460, Name: WUDFHost.exe, CPU Usage: 0.0%
INFO:root:PID: 3468, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 3492, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 3628, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 3652, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 3660, Name: svchost.exe, CPU Usage: 0.0%
INFO:root:PID: 3684, Name: chrome.exe, CPU Usage: 0.0%
INFO:root:PID: 3800, Name: WUDFHost.exe, CPU Usage: 0.0%
INFO:root:PID: 3808, Name: SDXHelper.exe, CPU Usage: 0.0%
INFO:root:PID: 3956, Name: svchost.exe, CPU Usage: 0.0%
